stype,rt,diff,correct
2,1348.7,3,1
2,1231.2,3,1
2,1345.2,1,1
2,1158.3,0,1
2,1188.1,2,0
2,1327.1,1,1
2,1189.2,3,1
2,1351.2,1,1
2,1240.2,2,1
2,1288.2,1,1
2,1175.2,3,1
2,1188.2,1,0
2,1269.1,1,0
2,1264.2,2,1
2,1398.3,2,1
2,1310.3,2,0
2,1295.2,2,1
2,1408.4,1,1
2,1256.2,1,0
2,1294.1,2,1
2,1274.2,2,1
2,1285.3,0,1
2,1203.3,2,1
2,1212.2,1,0
2,1136.2,3,1
2,1334.1,1,1
2,1179.2,3,1
2,1343.2,2,1
2,1353.2,1,1
2,1303.2,3,1
2,1446.2,1,0
2,1527.2,1,1
2,1234.1,1,1
2,1220.2,0,1
2,1569.2,1,1
2,1239.1,3,1
2,1254.1,3,1
2,1571.2,1,0
2,1234.2,3,1
2,1349.2,1,1
2,1303.2,1,1
2,1408.2,2,0
2,1336.2,1,1
2,1238.2,2,1
2,1461.1,1,1
2,1233.2,2,1
2,1241.2,2,1
2,1353.2,2,1
2,1280.2,3,1
2,1296.2,1,0
2,1252.2,1,0
2,1387.2,2,1
2,1252.2,2,1
2,1274.2,2,1
2,1294.3,0,1
2,1280.2,2,0
2,1231.2,1,1
2,1162.2,3,1
2,1072.3,0,1
2,1346.2,2,1
2,1831.7,1,1
2,1278.2,2,1
2,1199.2,3,1
2,1297.3,3,1
2,1258.2,3,1
2,1534.2,2,1
2,1282.1,3,1
2,1240.2,1,1
2,1201.2,2,1
2,1185.2,3,1
2,1436.2,2,1
2,1755.1,2,0
2,1310.3,2,1
2,1309.2,2,1
2,1187.3,0,1
2,1324.1,2,1
2,1203.2,1,1
2,1420.2,3,1
2,1217.3,3,1
2,1251.2,3,1
2,1241.3,3,1
2,1273.2,3,1
2,1353.2,1,1
2,1176.3,0,1
2,1262.2,1,1
2,1243.2,1,1
2,1136.2,0,1
2,1275.3,1,1
2,1165.2,2,1
2,1610.2,1,1
2,1316.2,2,1
2,1218.3,3,0
2,1395.2,1,1
2,1521.2,2,0
2,1391.3,2,1
2,1230.4,2,1
2,1216.3,0,1
2,1135.2,0,1
2,1227.2,3,1
2,1587.2,1,1
2,1221.2,2,1
2,1282.3,3,1
2,1225.3,3,1
2,1241.3,0,1
2,1401.3,2,1
2,1225.2,0,1
2,1407.2,0,1
2,1168.3,2,1
2,1270.2,0,1
2,1433.2,1,0
2,1309.3,0,1
2,1257.2,2,1
2,1166.3,0,1
2,1278.2,3,1
2,1270.2,1,1
2,1110.2,0,1
2,1289.2,1,1
2,1279.2,2,1
2,1160.3,3,0
2,1318.2,1,1
2,1633.5,3,1
2,1213.2,0,1
2,1396.3,3,1
2,1202.2,0,1
2,1303.3,0,1
2,1276.2,3,1
2,1331.2,1,1
2,1329.2,2,1
2,1192,3,1
2,1232.2,3,1
2,1142.2,3,1
2,1322.3,1,1
2,1283.2,1,1
2,1377.2,1,1
2,1340.2,0,1
2,1327.2,1,0
2,1214.3,0,1
2,1331.2,1,0
2,1685.2,1,1
2,1325.2,1,1
2,1270.2,3,1
2,1344.3,1,1
2,1273.2,2,1
2,1227.3,3,1
2,1213.3,0,1
2,1509.2,1,1
2,1474.2,1,0
2,1405.2,2,1
2,1400.3,3,1
2,1293.3,1,1
2,1247.2,0,1
2,1566.3,2,1
2,1462.3,2,1
2,1552.2,1,1
2,1264.2,3,1
2,1205.2,2,1
2,1269.3,3,1
2,1168.2,0,1
2,1171.2,3,0
2,1362.2,2,1
2,1539.3,2,0
2,1375.3,1,1
2,1225.1,1,0
2,1302.1,2,1
2,1371.1,2,1
2,1289.2,3,1
2,1221.2,0,1
2,1305.3,3,1
2,1364.1,1,1
2,1290.2,3,1
2,1271.1,1,1
2,1320.2,3,1
2,1257.3,1,1
2,1205.3,0,1
2,1162.3,1,1
2,1346.2,1,1
2,1180.1,1,0
2,1337.3,2,1
2,1387.2,1,1
2,1358.2,1,1
2,1450.2,2,1
2,1824.2,1,0
2,1352.3,3,1
2,1303.3,3,1
2,1401.2,1,1
2,1182.2,0,1
2,1329.3,2,1
2,1410.2,2,1
2,1390.3,2,1
2,1261.3,0,1
2,1629.2,2,1
2,1368.3,1,0
2,1246.2,2,1
2,1403.2,2,1
2,1261.3,0,1
2,1722.3,1,0
2,1376.3,2,1
2,1262.3,0,1
2,1407.3,2,1
2,1437.2,1,1
2,1393.2,3,1
2,1367.2,2,1
2,1236.3,0,1
2,1454.2,1,1
2,1483.3,2,1
2,1626.3,1,0
2,1307.2,2,1
2,1320.2,3,1
2,1344.2,3,1
2,1476.2,2,1
2,1202.3,3,1
2,1283.2,2,0
2,1258.3,3,1
2,1270.3,2,1
2,1334.3,1,1
2,1212.3,3,1
2,1177.3,3,1
2,1157.3,0,1
2,1324.3,1,0
2,1324.3,2,1
2,1338.2,1,1
2,1375.3,3,1
2,1489.2,1,1
2,1391.2,3,1
2,1257.2,3,1
2,1350.3,3,1
2,1324.2,3,1
2,1305.3,2,1
2,1394.3,2,1
2,1177.3,3,1
2,1419.3,1,0
2,1272.3,3,1
2,1201.2,3,1
2,1288.3,2,1
2,1793.2,1,1
2,1359.2,0,1
2,1286.2,3,1
2,1414.3,1,1
2,1416.2,2,1
2,1550.2,2,1
2,1324.1,3,1
2,1417.3,2,0
2,1326.2,3,1
2,1205.2,3,1
2,1364.2,2,0
2,1249.2,0,1
2,1508.3,3,1
2,1282.2,3,1
2,1234.3,1,1
2,1402.3,3,1
2,1395.3,3,1
2,1499.3,1,1
2,1280.2,3,1
2,1246.2,0,1
2,1452.3,1,0
2,1257.3,3,1
2,1261.2,3,1
2,1292.3,2,1
2,1213.2,0,1
2,1482.3,2,0
2,1331.3,1,1
2,1395.3,3,1
2,1701.3,2,1
2,1323.1,3,1
2,1260.2,0,1
2,1246.1,3,1
2,1175.2,0,1
2,1234.2,3,1
2,1229.3,2,1
2,1317.2,2,1
2,1264.2,0,1
2,1338.3,1,1
2,1398.2,1,1
2,1340.3,3,1
2,1633.3,2,1
2,1377.3,2,0
2,1318.2,2,1
2,1212.3,2,1
2,1338.3,3,1
2,1303.3,0,1
2,1227.3,2,1
2,1236.2,2,1
2,1381.2,1,1
2,1296.2,2,1
2,1295.2,3,1
2,1405.3,1,0
2,1193.3,0,1
2,1281.3,1,1
2,1258.2,1,0
2,1317.3,2,1
2,1223.3,1,1
2,1281.3,2,1
2,1225.2,0,1
2,1652.3,1,0
2,1298.3,2,1
2,1286.2,2,1
2,1403.3,3,1
2,1245.3,1,1
2,1558.2,1,0
2,1290.3,0,1
2,1461,2,1
2,1214.2,3,1
2,1475.2,2,1
2,1213.3,3,1
2,1504.2,2,1
2,1347.3,2,1
2,1454.2,2,1
2,1684.3,2,1
2,1457.3,3,1
2,1288.2,0,1
2,1190.2,3,1
2,1308.3,2,1
2,1632.3,2,0
2,1499.2,1,1
2,1359.3,1,1
2,1319.3,2,1
2,1254.3,3,1
2,1372.2,1,0
2,1369.2,1,0
2,1199.3,3,1
2,1134.3,2,1
2,1140.2,2,1
2,1121.2,2,1
2,1265.2,3,1
2,1391.3,2,1
2,1237.2,0,1
2,1246.2,3,1
2,1358.2,2,1
2,1404.3,3,1
2,1116.3,0,1
2,1180.3,1,0
2,1321.3,1,0
2,1221.2,2,1
