rt,diff,correct
995.18,3,1
977.17,3,1
1207.3,1,1
843.2,0,1
1558.2,3,0
910.16,2,0
3422.2,1,1
1050.3,3,1
2413.2,1,1
1490.2,2,1
1084.2,2,0
1085.2,2,0
975.13,2,1
1006.2,1,1
1219.2,1,1
1790.3,3,1
1012.2,1,1
1345.2,2,0
1161.2,0,1
839.15,3,1
1818.2,1,1
895.23,3,1
1248.2,1,1
1012.2,1,1
1311.2,1,0
913.13,2,1
969.26,3,1
968.14,2,1
1310.2,2,0
1071.1,1,1
2081.3,0,1
1115.3,1,0
1363.2,3,1
3178.3,2,0
1512.2,2,0
921.21,3,0
769.2,3,1
1128.2,2,1
1304.3,1,1
792.23,2,1
998.18,2,1
875.15,1,1
1045.2,1,1
817.23,2,1
869.19,0,1
1128.2,1,1
1343.3,2,1
1855.3,2,1
1042.2,3,1
2030.2,3,0
1473.3,1,0
3436.4,3,1
1133.6,2,1
821.15,3,1
1042.2,2,1
989.28,1,1
827.17,3,1
879.15,3,0
1184.3,3,1
1398.3,2,1
771.2,3,1
921.13,1,1
1521.2,1,1
1001.2,3,1
1583.2,1,0
837.16,1,1
1264.2,1,1
1219.3,1,1
919.16,1,1
712.16,0,1
1208.3,2,0
1629.2,3,1
913.16,1,1
1105.2,3,0
739.26,0,1
1362.2,1,0
809.11,3,1
790.24,3,1
916.21,1,1
972.26,1,0
922.18,2,1
925.24,2,1
930.26,3,1
906.27,2,1
995.18,3,1
1407.2,1,0
2157.3,2,1
1524.2,1,1
1076.2,2,1
821.18,3,0
922.24,2,1
1138.2,3,1
1610.3,2,1
1319.3,0,1
967.22,3,0
1237.2,3,1
977.24,2,1
855.19,1,0
1042.3,1,0
917.26,3,1
814.16,3,1
731.24,1,1
1178.2,1,0
792.24,3,0
838.17,1,0
3729.3,1,1
761.24,3,0
1665.2,3,1
1211.2,1,1
919.18,3,1
712.2,0,1
1096.2,1,1
1878.4,2,1
1409.2,1,1
805.28,3,1
1035.3,1,1
1030.2,1,0
1162.2,1,0
1080.3,1,0
2874.4,1,1
1060.2,1,0
848.18,0,1
1835.3,2,1
1719.2,1,0
1263.2,1,0
1355.1,1,1
1193.3,1,1
822.25,3,1
866.19,3,1
973.18,3,1
779.21,2,1
1233.3,2,1
917.19,2,1
941.17,1,1
884.24,2,1
2614.3,2,0
1027.1,3,1
902.15,1,1
1159.3,3,1
870.21,1,1
1160.1,1,1
944.17,2,1
807.12,3,1
843.26,1,1
1470.2,1,1
889.19,3,1
826.15,3,1
823.28,0,1
2066.2,2,1
2597.3,1,1
5162.5,1,1
905.23,0,1
993.14,2,0
879.16,2,1
1049.3,1,1
773.18,3,1
1530.2,2,1
1202.2,1,0
823.27,0,1
764.29,3,1
1082.2,1,0
940.16,2,0
828.2,3,1
704.25,2,1
1105.2,2,0
809.13,2,1
942.19,0,1
966.26,3,1
964.15,3,1
859.15,1,0
805.24,2,1
1106.2,1,0
1427.2,2,1
1024.2,2,0
803.16,2,1
728.26,0,1
936.15,3,1
1144.2,1,1
792.24,1,0
1324.2,1,1
773.11,3,1
723.14,3,1
1179.3,3,1
1201.2,2,1
807.14,2,1
963.18,1,1
977.29,2,0
848.2,3,0
1291.2,1,1
1820.2,1,1
1144.2,2,1
1976.3,2,1
1214.2,2,1
1402.2,3,1
1079.2,1,1
857.18,3,1
1004.2,1,1
1281.2,0,1
1378.3,1,0
800.31,0,1
1189.2,1,1
1059.2,3,1
998.27,3,1
818.14,2,1
894.15,1,1
896.17,1,1
818.18,3,1
1318.2,1,0
2070.2,1,0
761.15,0,1
1183.3,2,1
1053.3,3,1
1368.2,3,1
1134.2,3,1
1142.2,3,1
1189.3,3,0
1187.2,2,1
1560.2,1,0
911.27,3,1
1360.2,1,1
967.19,3,1
1004.1,2,1
1201.2,3,1
1358.2,1,1
1038.2,1,0
906.2,1,1
826.25,3,0
854.23,3,1
793.16,1,0
944.12,1,1
1686.2,1,0
2256.3,3,1
1400.7,0,1
1822.2,2,1
2026.2,3,1
1207.3,1,1
1155.2,3,1
1082.2,3,1
1131.3,1,1
1252.2,1,1
927.13,1,1
991.18,1,1
987.28,1,1
1946.3,1,0
986.16,1,0
1151.2,1,1
1541.2,1,0
829.27,2,1
881.2,0,1
2402.2,2,1
1335.3,2,1
832.27,2,0
716.19,0,1
1300.2,1,0
821.2,1,1
753.19,3,1
1001.2,3,1
846.17,3,1
1177.2,2,1
1414.3,1,1
1483.2,2,1
1341.2,2,0
1085.2,1,0
1030.2,2,1
1410.2,3,1
3039.2,2,0
906.23,2,1
1083.2,2,1
1005.2,3,0
1218.2,1,0
1374.3,2,1
1052.2,1,1
1664.2,1,0
1155.2,3,1
1345.3,1,0
1105.2,3,1
1946.2,2,1
1841.2,1,0
1012.3,3,1
817.26,2,1
1286.2,2,1
1296.2,3,1
1001.3,2,1
885.21,1,1
983.17,3,1
1061.2,2,0
800.26,0,1
980.26,2,1
970.18,1,1
928.16,3,1
920.18,1,0
1218.3,1,1
