rt,diff,correct
1737.2,1,1
1097.2,2,1
1858.3,3,1
925.3,0,1
1468.2,1,0
1247.3,3,1
1002.3,2,1
911.23,2,1
871.18,3,1
953.31,2,0
1121.3,3,1
985.17,2,1
1447.2,1,0
1113.3,3,1
1042.3,1,1
1005.2,2,0
955.23,1,1
713.23,0,1
882.19,2,0
923.23,3,1
887.14,3,1
2644.3,1,0
1081.3,3,1
1210.2,1,1
863.21,2,1
2402.2,2,1
4278.3,1,1
2272.3,1,1
1763.2,3,1
3000.4,2,1
1190.3,3,1
7675.5,3,1
2574.3,3,0
3060.6,3,1
1991.3,3,0
3156.3,1,1
3747.3,2,0
1403.3,3,0
976.23,1,0
886.17,0,1
1151.3,1,1
998.29,0,1
1267.3,3,0
1222.2,2,1
1082.3,1,1
860.15,3,1
782.24,3,1
1772.2,1,1
794.18,1,1
704.19,0,1
904.25,3,0
1337.2,1,0
1665.2,2,1
876.21,0,1
1613.3,3,1
1026.2,3,1
1814.3,3,1
1091.3,3,1
980.19,2,1
1049.2,1,1
868.18,2,1
1423.3,1,0
859.19,2,1
702.13,2,0
862.18,3,1
1185.3,1,1
631.16,3,0
1938.3,1,0
1474.3,3,1
1172.3,3,1
1474.3,2,1
1540.2,1,0
763.21,0,1
874.33,1,1
996.25,3,1
1961.2,2,1
1423.2,1,0
892.13,3,1
1965.3,1,0
2115.2,1,1
932.15,2,1
732.28,3,1
795.25,2,1
793.13,3,1
822.24,2,0
1170.3,1,1
800.26,2,1
1013.3,2,1
1114.2,3,0
802.26,3,1
798.25,1,1
932.15,2,0
988.18,1,0
1918.7,3,1
1072.2,1,1
874.2,3,0
1500.2,1,1
1381.3,1,0
1252.2,1,1
1078.2,1,0
848.15,3,1
987.27,3,0
1034.2,1,0
1172.2,1,1
1243.1,2,1
2006.4,1,0
954.29,0,1
921.21,3,1
714.16,3,1
1130.2,3,1
1562.3,1,1
793.18,0,1
1278.1,2,1
1064.2,2,1
994.18,2,1
1352.2,1,1
1247.2,1,1
1043.3,3,1
949.24,2,1
732.19,0,1
1276.2,1,1
1182.3,2,1
724.27,0,1
731.18,2,1
635.22,2,1
895.27,1,0
1361.2,2,1
840.18,3,1
692.2,0,1
780.19,2,1
1002.3,0,1
831.18,3,1
747.2,0,1
802.27,1,1
936.32,1,0
767.18,3,1
981.32,2,1
683.25,3,0
1052.2,2,1
1135.2,2,1
839.26,3,1
1339.3,2,0
1067.2,1,0
1173.2,3,0
2076.2,1,1
1270.3,0,1
1096.3,1,1
1305.2,3,1
1610.2,3,1
1063.3,2,1
1082.3,3,1
1211.2,1,1
687.2,0,1
1394.5,3,1
1304.2,2,1
729.19,3,0
928.21,0,1
1401.3,2,1
1230.3,2,0
1193.2,0,1
1239.2,1,0
1347.3,2,1
1298.2,3,1
1323.2,1,1
1347.2,2,0
4579.5,1,0
1849.3,3,1
868.2,0,1
1102.3,2,1
1359.3,1,1
1165.3,2,0
1156.2,1,1
907.2,2,1
1043.3,3,1
1710.3,1,0
1087.2,3,1
784.18,3,1
2022.3,3,0
851.29,0,1
1277.2,2,0
863.19,3,1
1138.2,3,1
2833.4,1,1
1333.2,3,1
1541.2,2,1
1156.3,1,1
1059.3,2,1
1174.3,2,1
1883.2,3,1
1429.3,3,1
1833.2,1,0
1341.2,1,0
1852.2,1,0
1048.3,3,1
5202.5,2,0
3656.3,1,0
2011.3,2,1
1648.3,1,1
947.21,2,1
1226.2,2,1
734.22,0,1
902.24,3,0
959.17,3,1
926.22,3,1
1750.3,2,1
1141.3,1,1
1085.3,2,0
1222.2,1,1
1082.2,1,0
1859.3,2,0
3735.4,1,1
1039.2,0,1
1122.2,2,1
