stype,rt,diff,correct
2,1308.7,2,0
2,1146.3,2,1
2,770.24,0,1
2,1073.2,1,1
2,779.15,3,1
2,953.13,3,1
2,1111.2,1,0
2,833.21,3,1
2,797.13,3,1
2,1362.2,1,1
2,1000.1,1,1
2,773.19,3,1
2,787.13,3,0
2,1009.3,1,1
2,885.22,3,1
2,918.23,3,1
2,831.15,3,1
2,1227.2,3,1
2,759.26,0,1
2,846.22,3,1
2,946.14,1,0
2,1600.3,1,0
2,2861.3,2,1
2,937.25,2,1
2,2552.2,1,1
2,751.26,0,1
2,710.21,3,1
2,1207.3,1,1
2,1052.2,2,0
2,926.17,2,1
2,902.25,1,1
2,992.22,3,1
2,837.16,3,1
2,1849.3,1,1
2,707.24,0,1
2,732.25,1,0
2,892.13,2,1
2,1229.2,3,1
2,1225.3,2,1
2,716.26,0,1
2,613.19,0,1
2,1010.1,3,1
2,1134.2,1,0
2,1207.2,2,1
2,1035.2,2,1
2,671.17,0,1
2,849.23,3,1
2,900.23,1,1
2,941.16,3,1
2,813.14,2,1
2,888.2,3,1
2,762.18,2,1
2,793.16,1,1
2,846.14,1,1
2,665.2,2,1
2,700.22,3,1
2,820.11,2,0
2,697.17,0,1
2,802.22,2,1
2,887.22,1,1
2,1880.4,2,1
2,779.16,3,1
2,1176.3,2,1
2,734.23,3,1
2,710.18,3,1
2,927.2,2,1
2,863.25,3,1
2,833.26,2,1
2,916.18,3,1
2,677.18,0,1
2,1135.2,1,1
2,855.24,2,0
2,962.14,3,1
2,1008.3,1,1
2,957.21,2,1
2,947.22,2,0
2,1027.2,0,1
2,720.14,3,1
2,719.25,0,1
2,1111.2,2,1
2,1024.2,1,0
2,1949.2,1,1
2,892.26,3,1
2,1845.3,1,1
2,1064.2,1,1
2,1163.2,2,1
2,801.23,2,1
2,759.26,3,1
2,901.15,1,1
2,798.25,3,1
2,731.22,2,1
2,1771.3,1,0
2,769.14,2,1
2,871.24,3,1
2,937.26,1,1
2,897.26,1,1
2,722.16,3,1
