stype,rt,diff,correct
1,1611.8,2,1
1,926.29,2,1
1,1071.2,2,1
1,881.14,3,1
1,1211.3,1,1
1,1120.2,1,0
1,1239.2,2,1
1,915.15,3,1
1,828.13,1,1
1,840.25,1,0
1,931.17,1,0
1,1035.2,2,1
1,887.24,1,0
1,1808.3,1,1
1,1069.1,1,1
1,951.22,0,1
1,1039.2,1,1
1,899.19,2,1
1,1108.1,1,1
1,892.13,3,1
1,1157.2,3,1
1,836.24,2,0
1,920.18,0,1
1,801.25,3,1
1,813.24,1,1
1,929.2,3,1
1,857.2,3,1
1,788.19,2,0
1,994.13,2,1
1,1111.2,3,1
1,959.16,1,0
1,1590.2,3,1
1,1060.2,2,1
1,1134.3,2,1
1,2093.2,3,1
1,791.14,3,1
1,797.25,0,1
1,746.22,1,0
1,888.14,0,1
1,690.16,0,1
1,867.22,2,1
1,798.22,1,0
1,755.16,3,1
1,649.21,2,1
1,629.23,2,1
1,777.24,0,1
1,726.1,1,0
1,1111.3,1,1
1,871.25,2,0
1,2042.3,3,1
1,1125.2,1,0
1,1013.2,2,1
1,1298.2,3,1
1,995.19,1,1
1,992.13,1,0
1,2374.3,1,0
1,868.22,3,1
1,1974.2,3,1
1,1117.2,3,0
1,1085.1,2,1
1,1165.8,3,1
1,772.16,3,1
1,1298.2,2,1
1,1004.2,1,1
1,969.15,1,1
1,974.2,0,1
1,1132.2,3,1
1,1028.2,3,1
1,1088.2,2,1
1,1154.2,2,1
1,1176.1,2,0
1,1031.2,1,1
1,763.18,0,1
1,706.22,1,0
1,1019.1,3,1
1,822.16,2,1
1,739.16,1,0
1,1187.2,1,1
1,800.15,3,1
1,821.13,2,1
1,1089.2,1,1
1,1050.2,2,1
1,1549.2,1,1
1,1109.3,0,1
1,813.26,0,1
1,2705.3,1,1
1,1178.2,2,0
1,1049.3,1,1
1,1156.2,3,1
1,850.24,0,1
1,909.17,2,1
1,1142.2,1,1
1,1029.2,3,1
1,1081.2,2,1
1,1034.2,3,0
1,966.16,1,1
1,757.19,3,1
1,860.21,2,1
1,950.16,1,0
1,2453.2,1,1
1,1064.2,2,0
1,1011.2,2,0
1,975.15,1,0
1,1950.3,1,0
1,957.22,1,1
1,923.22,2,1
1,939.15,3,1
1,1054.2,1,0
1,1398.2,3,1
1,3083.3,2,1
1,1173.1,3,1
1,1307.2,1,1
1,940.18,3,1
1,1427.2,1,1
1,990.14,3,1
1,1396.2,1,0
1,1202.2,3,0
1,1288.2,3,1
1,984.14,1,0
1,1550.2,2,1
1,1236.6,2,1
1,1007.2,1,0
1,989.21,2,1
1,978.26,2,1
1,849.24,0,1
1,834.21,0,1
1,878.16,1,1
1,960.16,3,1
1,991.23,2,1
1,965.16,2,1
1,875.15,3,1
1,804.14,2,0
1,1338.2,1,0
1,1042.2,2,1
1,917.14,1,0
1,909.14,3,1
1,838.15,2,1
1,817.2,3,0
1,863.2,0,1
1,840.19,2,1
1,996.22,3,1
1,1193.2,2,1
1,1127.2,1,1
1,839.23,3,1
1,1019.2,1,1
1,822.21,0,1
1,2442.3,2,1
1,886.31,1,1
1,848.26,2,1
1,994.22,2,1
1,831.19,0,1
1,2299.2,1,0
1,853.22,3,0
1,944.23,3,1
1,799.15,2,1
1,924.15,1,1
1,804.23,1,1
1,1177.2,2,1
1,895.15,1,0
1,1352.1,3,1
1,1855.3,2,1
1,1146.2,1,0
1,1002.2,2,1
1,1918.2,3,1
1,4223.4,2,1
1,1443.2,3,1
1,1070.2,2,1
1,3360.2,2,1
1,1104.2,2,1
1,1432.2,3,1
1,1380.2,3,1
1,1017.2,2,1
1,1358.3,1,0
1,845.23,2,1
1,953.16,0,1
1,3191.2,2,1
1,829.22,1,1
1,872.22,3,1
1,955.17,1,1
1,1386.3,3,0
1,1613.1,3,1
1,1386.3,1,0
1,952.16,3,1
1,1822.2,2,1
1,1427.2,1,1
1,1455.2,1,0
1,1602.2,2,1
1,1278.2,1,1
1,1104.2,1,1
1,961.26,0,1
1,1072.2,3,0
1,1035.2,3,1
1,989.24,0,1
1,1203.2,3,1
1,2352.2,2,1
1,1687.2,2,0
1,920.22,3,0
1,2201.3,3,0
1,815.11,3,1
1,2674.2,1,0
1,2573.2,1,1
1,980.21,1,0
1,945.17,0,1
1,833.13,2,1
1,885.17,1,0
1,1607.2,1,1
1,1100.1,3,1
1,980.19,3,1
1,2282.3,1,0
1,1357.3,1,1
1,835.17,0,1
1,806.14,3,1
1,1011.2,3,1
1,936.24,2,1
1,1600.2,3,1
1,1253.2,2,1
1,1735.2,1,0
1,2512.3,1,1
1,1760.2,1,0
1,1431.2,3,1
1,947.23,1,1
1,786.23,0,1
1,984.18,1,0
1,990.25,3,1
1,787.17,3,1
1,808.2,1,1
1,869.17,3,0
1,1032.2,1,1
1,995.22,1,0
1,2473.3,2,0
1,771.16,2,1
1,977.22,2,1
1,782.17,1,1
1,748.22,3,1
1,1043.1,1,0
1,1247.2,1,1
1,937.17,0,1
1,801.22,3,1
1,878.16,1,1
1,920.25,3,1
1,1070.2,0,1
1,865.24,1,1
1,915.16,3,1
1,868.23,3,1
1,1302.2,3,0
1,1919.3,3,1
1,1024.2,2,1
1,996.19,2,0
1,1033.3,1,0
1,1285.2,2,1
1,1631.2,3,1
1,1370.2,1,0
1,2073.3,1,1
1,907.25,3,1
1,4188.3,1,0
1,1265.2,1,0
1,884.21,3,1
1,1558.3,3,0
1,941.22,2,1
1,1643.3,2,1
1,1039.2,1,1
1,1299.3,3,1
1,3100.3,1,1
1,836.14,1,0
1,1289.3,3,1
1,962.26,0,1
1,793.16,1,0
1,870.14,1,1
1,776.22,0,1
1,687.26,0,1
1,1048.2,1,1
1,1011.2,1,1
1,856.15,2,1
1,1042.2,3,1
1,829.15,3,0
1,858.24,0,1
1,1101.2,2,0
